0,1,2
879.404,1,297453
887.851,1,286757
896.291,1,282876
904.722,1,282237
913.146,1,280961
921.561,1,282084
929.969,1,283254
938.368,1,285555
946.760,1,287048
955.143,1,289167
963.519,1,291066
971.887,1,292511
980.246,1,296268
988.598,1,300182
996.942,1,306965
1005.278,1,311963
1013.607,1,315098
1021.927,1,317739
1030.239,1,321957
1038.544,1,330260
1046.841,1,337404
1055.130,1,343792
1063.411,1,349333
1071.685,1,353964
1079.950,1,357575
1088.208,1,360322
1096.458,1,360524
1104.701,1,361999
1112.935,1,363396
1121.162,1,368762
1129.381,1,376749
1137.593,1,386474
1145.796,1,395787
1153.992,1,399261
1162.181,1,394932
1170.362,1,386876
1178.535,1,379441
1186.700,1,376558
1194.858,1,376556
1203.008,1,377772
1211.150,1,380052
1219.285,1,382910
1227.413,1,387383
1235.533,1,392999
1243.645,1,402743
1251.749,1,413538
1259.846,1,422925
1267.936,1,427117
1276.018,1,432574
1284.093,1,440493
1292.160,1,453045
1300.219,1,460990
1308.271,1,460364
1316.316,1,452369
1324.353,1,440782
1332.382,1,430146
1340.404,1,422839
1348.419,1,419158
1356.426,1,418203
1364.426,1,419237
1372.419,1,421183
1380.404,1,421777
1388.382,1,423325
1396.352,1,424990
1404.315,1,426653
1412.271,1,428142
1420.219,1,430095
1428.160,1,431696
1436.094,1,434062
1444.020,1,438365
1451.939,1,449189
1459.851,1,460308
1467.755,1,472314
1475.652,1,482613
1483.542,1,487055
1491.425,1,479868
1499.300,1,461925
1507.168,1,441556
1515.029,1,428931
1522.883,1,425235
1530.730,1,422725
1538.569,1,421351
1546.401,1,420866
1554.226,1,420422
1562.044,1,419645
1569.855,1,419119
1577.658,1,417937
1585.455,1,418587
1593.244,1,417874
1601.026,1,418301
1608.802,1,418826
1616.570,1,419175
1624.330,1,420686
1632.084,1,420496
1639.831,1,419458
1647.571,1,419049
1655.303,1,417722
1663.029,1,415180
1670.748,1,411311
1678.459,1,407918
1686.164,1,403452
1693.861,1,398687
1701.552,1,394859
1709.236,1,390463
1716.912,1,387122
1724.582,1,383751
1732.245,1,378464
1739.901,1,373748
1747.549,1,371278
1755.191,1,367036
1762.826,1,364237
1770.455,1,361742
1778.076,1,359243
1785.690,1,356640
1793.298,1,353650
1800.898,1,351261
1808.492,1,348731
1816.079,1,345476
1823.659,1,342712
1831.232,1,340388
1838.799,1,337695
1846.358,1,335727
1853.911,1,332691
1861.457,1,330144
1868.997,1,326801
1876.529,1,324355
1884.055,1,323018
1891.574,1,320880
1899.086,1,317894
1906.591,1,315753
1914.090,1,313506
1921.582,1,311450
1929.067,1,308841
1936.546,1,306463
1944.018,1,303709
1951.483,1,301989
1958.942,1,299958
1966.394,1,297323
1973.839,1,294862
1981.278,1,292724
1988.710,1,290982
1996.135,1,288632
2003.554,1,286833
2010.966,1,284515
2018.371,1,282454
2025.770,1,280813
2033.162,1,278739
2040.548,1,277169
2047.927,1,274966
2055.300,1,272571
2062.666,1,271380
2070.026,1,269668
2077.379,1,267344
2084.725,1,265708
2092.065,1,262917
2099.398,1,261992
2106.725,1,260014
2114.046,1,258012
2121.360,1,255401
2128.667,1,254039
2135.968,1,251999
2143.263,1,250365
2150.551,1,248502
2157.833,1,246639
2165.108,1,244746
2172.377,1,242875
2179.639,1,240761
2186.895,1,238943
2194.145,1,236412
2201.388,1,234984
2208.625,1,233789
2215.856,1,231709
2223.080,1,229527
2230.298,1,227687
2237.509,1,226249
2244.714,1,224046
2251.913,1,222771
2259.105,1,220959
2266.292,1,218696
2273.471,1,217098
2280.645,1,216105
2287.812,1,213992
2294.973,1,212990
2302.128,1,210809
2309.276,1,209081
2316.419,1,207044
2323.555,1,204995
2330.684,1,204002
2337.808,1,202667
2344.925,1,200906
2352.036,1,199260
2359.141,1,198334
2366.240,1,196901
2373.332,1,195395
2380.418,1,194935
2387.498,1,192580
2394.572,1,192279
2401.640,1,191313
2408.702,1,189655
2415.757,1,188676
2422.807,1,187352
2429.850,1,185941
2436.887,1,185385
2443.918,1,183562
2450.943,1,182711
2457.962,1,182479
2464.975,1,181334
2471.981,1,180317
2478.982,1,179209
2485.976,1,179453
2492.965,1,178085
2499.947,1,177781
2506.924,1,176610
2513.894,1,176286
2520.858,1,175523
2527.817,1,174948
2534.769,1,173764
2541.715,1,173372
2548.656,1,172374
2555.590,1,172370
2562.519,1,171617
2569.441,1,171094
2576.357,1,171032
2583.268,1,170822
2590.173,1,170641
2597.071,1,170280
2603.964,1,168607
2610.851,1,167270
2617.731,1,166292
2624.606,1,165357
2631.475,1,164585
2638.339,1,163314
2645.196,1,162157
2652.047,1,161573
2658.893,1,160786
2665.733,1,160548
2672.566,1,160900
2679.394,1,160027
2686.217,1,160567
2693.033,1,161662
2699.843,1,163195
2706.648,1,165750
2713.447,1,167516
2720.240,1,167617
2727.027,1,167991
2733.809,1,167815
2740.584,1,168168
2747.354,1,168896
2754.119,1,170151
2760.877,1,171271
2767.630,1,172747
2774.377,1,173933
2781.118,1,175342
2787.853,1,176289
2794.583,1,178502
2801.307,1,180655
2808.025,1,184133
2814.738,1,188517
2821.445,1,194342
2828.146,1,200771
2834.842,1,207988
2841.532,1,214682
2848.216,1,221236
2854.894,1,227084
2861.567,1,234244
2868.235,1,242927
2874.896,1,255510
2881.552,1,274215
2888.203,1,296241
2894.848,1,315873
2901.487,1,328990
2908.121,1,334414
2914.749,1,337995
2921.371,1,346655
2927.988,1,359279
2934.599,1,367022
2941.205,1,366810
2947.805,1,359963
2954.400,1,352529
2960.989,1,348819
2967.572,1,340829
2974.150,1,324252
2980.723,1,299578
2987.290,1,271714
2993.851,1,247475
3000.407,1,228612
3006.958,1,216304
3013.503,1,209179
3020.042,1,205836
3026.576,1,206023
3033.105,1,207635
3039.628,1,210141
3046.146,1,214122
3052.658,1,218478
3059.165,1,223528
3065.666,1,228759
3072.162,1,235965
3078.653,1,243039
3085.138,1,250569
3091.617,1,258778
3098.092,1,267738
3104.561,1,277278
3111.024,1,288099
3117.482,1,299144
3123.935,1,310845
3130.383,1,323293
3136.825,1,334899
3143.261,1,347127
3149.693,1,361894
3156.119,1,374895
3162.539,1,388226
3168.955,1,403383
3175.365,1,417633
3181.770,1,431291
3188.169,1,444830
3194.563,1,457249
3200.952,1,468908
3207.336,1,479216
3213.714,1,488608
3220.087,1,497307
3226.455,1,506224
3232.817,1,512448
3239.175,1,518327
3245.527,1,522630
3251.873,1,526268
3258.215,1,526487
3264.551,1,527780
3270.882,1,528309
3277.208,1,528139
3283.529,1,529393
3289.844,1,529538
3296.155,1,530586
3302.460,1,533145
3308.760,1,533429
3315.054,1,534248
3321.344,1,533916
3327.628,1,534981
3333.908,1,535664
3340.182,1,537904
3346.451,1,540659
3352.715,1,544262
3358.973,1,549003
3365.227,1,552803
3371.475,1,557116
3377.719,1,560616
3383.957,1,563695
3390.190,1,566366
3396.418,1,570102
3402.641,1,570387
3408.859,1,571322
3415.072,1,572251
3421.279,1,574675
3427.482,1,573188
3433.680,1,571985
3439.872,1,568587
3446.060,1,565042
3452.242,1,558694
3458.420,1,553764
3464.592,1,544460
3470.760,1,535188
3476.922,1,524833
3483.080,1,516027
3489.232,1,503460
3495.379,1,492042
3501.522,1,480051
3507.659,1,466518
3513.792,1,454440
3519.919,1,439617
3526.042,1,426740
3532.159,1,413409
3538.272,1,400219
3544.380,1,386828
3550.482,1,373468
3556.580,1,359914
3562.673,1,346740
3568.761,1,335504
3574.844,1,324171
3580.922,1,313396
3586.996,1,301209
3593.064,1,291659
3599.127,1,281681
3605.186,1,272818
3611.240,1,262658
3617.288,1,253572
3623.332,1,244831
3629.371,1,236209
3635.406,1,227495
3641.435,1,218914
3647.459,1,209836
3653.479,1,201188
3659.494,1,191358
3665.504,1,180932
3671.509,1,170401
3677.510,1,159697
3683.505,1,149459
3689.496,1,140648
3695.482,1,131609
3701.463,1,124532
3707.440,1,117493
3713.411,1,112410
3719.378,1,107836
3725.340,1,104109
3731.297,1,100616
3737.250,1,97759
3743.198,1,95191
3749.141,1,92909
3755.079,1,91212
3761.013,1,89848
3766.942,1,88171
3772.866,1,87105
3778.785,1,86342
3784.700,1,85762
3790.610,1,84473
3796.515,1,84115
3802.416,1,83451
3808.312,1,82754
3814.203,1,82264
3820.089,1,81746
3825.971,1,81291
3831.848,1,80631
3837.721,1,80467
3843.589,1,80072
3849.452,1,79735
3855.310,1,79336
3861.164,1,79252
3867.014,1,79249
3872.858,1,78768
3878.698,1,78863
3884.534,1,78650
3890.365,1,78175
3896.191,1,78015
3902.012,1,77627
3907.830,1,77620
3913.642,1,77540
3919.450,1,76903
3925.253,1,77205
3931.052,1,76957
3936.846,1,77161
3942.635,1,77154
3948.420,1,76865
3954.201,1,76891
3959.977,1,76900
3965.748,1,76647
3971.515,1,76257
3977.277,1,76245
3983.035,1,76045
3988.788,1,75758
3994.537,1,75823
4000.281,1,75547
4006.021,1,75300
4011.756,1,75309
4017.487,1,75174
4023.213,1,75170
4028.934,1,75048
4034.652,1,74691
4040.364,1,74464
4046.073,1,74171
4051.777,1,73971
4057.476,1,74104
4063.171,1,73551
4068.861,1,73286
4074.547,1,73061
4080.229,1,72830
4085.906,1,72591
4091.579,1,72369
4097.247,1,72224
4102.911,1,71831
4108.571,1,71863
4114.226,1,71730
4119.877,1,71500
4125.523,1,71141
4131.165,1,70797
4136.802,1,70691
4142.435,1,70408
4148.064,1,70292
4153.689,1,70168
4159.309,1,69835
4164.924,1,69741
4170.536,1,69584
4176.143,1,69615
4181.745,1,69506
4187.343,1,69290
4192.937,1,69093
4198.527,1,69211
4204.112,1,68752
4209.693,1,68642
4215.270,1,68347
4220.842,1,68098
4226.410,1,67883
4231.974,1,67687
4237.534,1,67690
4243.089,1,67332
4248.640,1,67364
4254.186,1,67272
4259.729,1,66993
4265.267,1,67073
4270.800,1,66960
4276.330,1,66720
4281.855,1,66680
4287.376,1,66490
4292.893,1,66326
4298.405,1,65923
4303.914,1,65998
4309.418,1,65890
4314.918,1,65404
4320.413,1,65484
4325.905,1,65269
4331.392,1,65360
4336.875,1,65177
4342.354,1,65044
4347.828,1,65001
4353.299,1,64949
4358.765,1,64719
4364.227,1,64570
4369.685,1,64466
4375.138,1,64283
4380.588,1,64333
4386.033,1,64117
4391.475,1,64142
4396.912,1,63876
4402.344,1,63842
4407.773,1,63666
4413.198,1,63557
4418.618,1,63459
4424.035,1,63498
4429.447,1,63360
4434.855,1,63265
4440.259,1,63110
4445.659,1,62977
4451.055,1,62987
4456.446,1,63107
4461.834,1,62835
4467.217,1,62663
4472.597,1,62527
4477.972,1,62747
4483.343,1,62426
4488.710,1,62451
4494.073,1,62539
4499.432,1,62347
4504.787,1,62375
4510.138,1,62370
4515.485,1,62387
4520.828,1,62208
4526.167,1,62124
4531.501,1,62209
4536.832,1,62129
4542.159,1,61967
4547.481,1,61911
4552.800,1,61556
4558.115,1,61736
4563.425,1,61579
4568.732,1,61510
4574.035,1,61320
4579.333,1,61309
4584.628,1,61310
4589.918,1,61486
4595.205,1,61173
4600.488,1,60992
4605.766,1,60958
4611.041,1,60801
4616.312,1,60758
4621.579,1,60776
4626.841,1,60796
4632.100,1,60662
4637.355,1,60608
4642.606,1,60661
4647.853,1,60522
4653.096,1,60461
4658.336,1,60566
4663.571,1,60553
4668.802,1,60484
4674.030,1,60173
4679.253,1,60142
4684.473,1,59943
4689.689,1,60087
4694.900,1,59989
4700.108,1,60054
4705.312,1,60053
4710.513,1,59997
4715.709,1,60039
4720.901,1,60036
4726.090,1,59955
4731.274,1,59696
4736.455,1,59548
4741.632,1,59579
4746.805,1,59350
4751.974,1,59428
4757.140,1,59499
4762.301,1,59481
4767.459,1,59487
4772.613,1,59378
4777.763,1,59356
4782.909,1,59313
4788.052,1,59088
4793.190,1,58873
4798.325,1,58838
4803.456,1,58674
4808.583,1,58973
4813.706,1,59015
4818.826,1,58896
4823.942,1,58956
4829.054,1,58716
4834.162,1,58787
4839.266,1,58682
4844.367,1,58530
4849.464,1,58439
4854.557,1,58436
4859.646,1,58415
4864.732,1,58490
4869.814,1,58517
4874.892,1,58609
4879.966,1,58412
4885.037,1,58471
4890.104,1,58427
4895.167,1,58187
4900.226,1,58080
4905.282,1,58139
4910.334,1,57844
4915.382,1,58002
4920.427,1,57928
4925.468,1,57983
4930.505,1,58034
4935.538,1,58071
4940.568,1,58072
4945.594,1,58034
4950.616,1,57930
4955.635,1,57900
4960.650,1,57636
4965.661,1,57550
4970.669,1,57437
4975.673,1,57576
4980.673,1,57327
4985.670,1,57301
4990.663,1,57361
4995.652,1,57241
5000.638,1,57347
5005.620,1,57710
5010.598,1,57532
5015.573,1,57560
5020.544,1,57389
5025.512,1,57473
5030.476,1,57519
5035.436,1,57299
5040.393,1,57363
5045.346,1,57165
5050.295,1,57120
5055.241,1,57086
5060.183,1,56923
5065.122,1,56843
5070.057,1,56938
5074.988,1,56737
5079.916,1,56786
5084.841,1,56754
5089.761,1,56788
5094.679,1,56766
5099.592,1,56864
5104.502,1,56790
5109.409,1,56716
5114.312,1,56590
5119.211,1,56540
5124.107,1,56505
5128.999,1,56405
5133.888,1,56410
5138.773,1,56182
5143.654,1,56081
5148.533,1,56208
5153.407,1,56133
5158.278,1,56222
5163.146,1,56230
5168.010,1,56250
5172.870,1,56307
5177.727,1,56304
5182.581,1,56153
5187.431,1,56161
5192.277,1,56152
5197.120,1,56136
5201.960,1,55746
5206.796,1,56013
5211.629,1,55840
5216.458,1,55771
5221.283,1,55767
5226.106,1,55743
5230.924,1,55717
5235.739,1,55766
5240.551,1,55886
5245.360,1,55844
5250.164,1,55778
5254.966,1,55728
5259.764,1,55660
5264.558,1,55582
5269.349,1,55601
5274.137,1,55504
5278.921,1,55288
5283.702,1,55256
5288.480,1,55180
5293.254,1,55124
5298.024,1,55149
5302.791,1,55380
5307.555,1,55269
5312.315,1,55437
5317.072,1,55467
5321.826,1,55295
5326.576,1,55285
5331.323,1,55315
5336.066,1,55160
5340.806,1,54927
5345.543,1,55017
5350.276,1,54824
5355.006,1,54656
5359.733,1,54830
5364.456,1,54859
5369.175,1,54843
5373.892,1,54824
5378.605,1,54922
5383.315,1,54896
5388.021,1,54831
5392.724,1,54913
5397.424,1,54741
5402.120,1,54732
5406.813,1,54632
5411.503,1,54600
5416.189,1,54383
5420.873,1,54487
5425.552,1,54449
5430.229,1,54524
5434.902,1,54494
5439.572,1,54586
5444.238,1,54532
5448.901,1,54651
5453.561,1,54597
5458.218,1,54532
5462.871,1,54362
5467.521,1,54291
5472.168,1,54108
5476.812,1,54106
5481.452,1,54102
5486.089,1,54199
5490.723,1,54298
5495.353,1,54391
5499.980,1,54440
5504.604,1,54267
5509.225,1,54169
5513.842,1,54086
5518.456,1,54032
5523.067,1,53955
5527.675,1,53980
5532.279,1,53976
5536.881,1,53968
5541.479,1,53883
5546.073,1,53876
5550.665,1,54083
5555.253,1,53937
5559.838,1,54075
