-6004.844,1,56204
-5988.580,1,51935
-5972.338,1,50922
-5956.118,1,51073
-5939.919,1,51021
-5923.741,1,50800
-5907.584,1,50889
-5891.449,1,50799
-5875.335,1,50890
-5859.242,1,50907
-5843.170,1,50822
-5827.119,1,50915
-5811.090,1,50985
-5795.081,1,50903
-5779.093,1,50869
-5763.126,1,50881
-5747.180,1,50865
-5731.255,1,50863
-5715.351,1,50853
-5699.467,1,50924
-5683.604,1,50967
-5667.762,1,51021
-5651.940,1,50897
-5636.139,1,50892
-5620.359,1,50870
-5604.599,1,50872
-5588.859,1,50923
-5573.140,1,50858
-5557.441,1,50888
-5541.763,1,50882
-5526.105,1,51006
-5510.467,1,50922
-5494.849,1,50964
-5479.252,1,50886
-5463.674,1,51018
-5448.117,1,50980
-5432.580,1,51092
-5417.063,1,50954
-5401.566,1,50999
-5386.089,1,51017
-5370.632,1,50958
-5355.194,1,51041
-5339.777,1,51038
-5324.379,1,50955
-5309.001,1,50970
-5293.643,1,51114
-5278.305,1,51031
-5262.986,1,51054
-5247.687,1,50991
-5232.407,1,51054
-5217.147,1,51110
-5201.906,1,51064
-5186.685,1,51090
-5171.483,1,51126
-5156.301,1,51028
-5141.138,1,51052
-5125.994,1,50994
-5110.870,1,51117
-5095.764,1,51155
-5080.678,1,51134
-5065.612,1,51095
-5050.564,1,51251
-5035.535,1,51138
-5020.526,1,51138
-5005.535,1,51112
-4990.564,1,51110
-4975.611,1,51225
-4960.677,1,51204
-4945.763,1,51145
-4930.867,1,51184
-4915.989,1,51270
-4901.131,1,51108
-4886.291,1,51167
-4871.470,1,51248
-4856.668,1,51217
-4841.884,1,51201
-4827.119,1,51244
-4812.373,1,51319
-4797.645,1,51203
-4782.935,1,51347
-4768.244,1,51205
-4753.572,1,51287
-4738.917,1,51351
-4724.281,1,51332
-4709.664,1,51330
-4695.065,1,51376
-4680.483,1,51371
-4665.921,1,51348
-4651.376,1,51400
-4636.849,1,51421
-4622.341,1,51380
-4607.851,1,51369
-4593.378,1,51369
-4578.924,1,51436
-4564.488,1,51483
-4550.069,1,51491
-4535.669,1,51459
