-6004.844,1,54165
-5988.580,1,49998
-5972.338,1,48953
-5956.118,1,48949
-5939.919,1,48871
-5923.741,1,48784
-5907.584,1,48788
-5891.449,1,48671
-5875.335,1,48741
-5859.242,1,48772
-5843.170,1,48758
-5827.119,1,48824
-5811.090,1,48809
-5795.081,1,48763
-5779.093,1,48771
-5763.126,1,48793
-5747.180,1,48771
-5731.255,1,48748
-5715.351,1,48755
-5699.467,1,48755
-5683.604,1,48765
-5667.762,1,48766
-5651.940,1,48713
-5636.139,1,48776
-5620.359,1,48680
-5604.599,1,48723
-5588.859,1,48701
-5573.140,1,48710
-5557.441,1,48701
-5541.763,1,48722
-5526.105,1,48772
-5510.467,1,48732
-5494.849,1,48725
-5479.252,1,48691
-5463.674,1,48773
-5448.117,1,48743
-5432.580,1,48726
-5417.063,1,48744
-5401.566,1,48695
-5386.089,1,48733
-5370.632,1,48715
-5355.194,1,48741
-5339.777,1,48742
-5324.379,1,48719
-5309.001,1,48735
-5293.643,1,48754
-5278.305,1,48791
-5262.986,1,48796
-5247.687,1,48798
-5232.407,1,48736
-5217.147,1,48803
-5201.906,1,48793
-5186.685,1,48795
-5171.483,1,48761
-5156.301,1,48748
-5141.138,1,48792
-5125.994,1,48708
-5110.870,1,48761
-5095.764,1,48814
-5080.678,1,48782
-5065.612,1,48725
-5050.564,1,48756
-5035.535,1,48718
-5020.526,1,48770
-5005.535,1,48731
-4990.564,1,48761
-4975.611,1,48730
-4960.677,1,48721
-4945.763,1,48759
-4930.867,1,48722
-4915.989,1,48766
-4901.131,1,48775
-4886.291,1,48753
-4871.470,1,48758
-4856.668,1,48757
-4841.884,1,48713
-4827.119,1,48721
-4812.373,1,48793
-4797.645,1,48722
-4782.935,1,48725
-4768.244,1,48739
-4753.572,1,48718
-4738.917,1,48719
-4724.281,1,48699
-4709.664,1,48729
-4695.065,1,48726
-4680.483,1,48715
-4665.921,1,48735
-4651.376,1,48765
-4636.849,1,48811
-4622.341,1,48785
-4607.851,1,48737
-4593.378,1,48772
-4578.924,1,48706
-4564.488,1,48799
-4550.069,1,48723
-4535.669,1,48807
-4521.286,1,48721
-4506.921,1,48745
-4492.575,1,48799
-4478.245,1,48741
-4463.934,1,48758
-4449.640,1,48721
-4435.364,1,48773
-4421.106,1,48757
-4406.865,1,48748
-4392.642,1,48717
-4378.436,1,48775
